CONFORMED-NAME	TICKER	SIC	CIK	YEAR
HYUNDAI ABS FUNDING LLC-16	Unknown	6189	1260125	2016
ICTV Brands Inc.-16	ICTL	5961	1076522	2016
HYUNDAI ABS FUNDING LLC-16	Unknown	6189	1260125	2016
Venaxis, Inc.-16	APNB	2835	1167419	2016
Five Oaks Investment Corp.-16	OAKS	6798	1547546	2016
Five Oaks Investment Corp.-16	OAKS	6798	1547546	2016
HYUNDAI ABS FUNDING LLC-16	Unknown	6189	1260125	2016
DCB FINANCIAL CORP-16	DCBF	6022	1025877	2016
Citizens Independent Bancorp, Inc.-16	Unknown	6022	1553830	2016
Dimension Therapeutics, Inc.-16	DMTX	2836	1592288	2016
FOOT LOCKER INC-16	FL	5661	850209	2016
CPI Card Group Inc.-16	Unknown	6153	1641614	2016
SWK Holdings Corp-16	KANA	6159	1089907	2016
United States Short Oil Fund, LP-16	DNO	6221	1439567	2016
SPORTSMAN'S WAREHOUSE HOLDINGS, INC.-16	SPWH	5940	1132105	2016
SPYR, Inc.-16	Unknown	5810	829325	2016
United States 12 Month Natural Gas Fund, LP-16	UNL	6221	1405513	2016
FlexFridge, Inc.-16	Unknown	3630	1630391	2016
SABINE OIL & GAS CORP-16	FST	1311	38079	2016
Associated Capital Group, Inc.-16	Unknown	6211	1642122	2016
TOYS R US INC-16	TOY	5945	1005414	2016
KINGSTONE COMPANIES, INC.-16	KINS	6331	33992	2016
JetPay Corp-16	JTPY	6770	1507986	2016
CONDOR HOSPITALITY TRUST, INC.-16	SPPR	6798	929545	2016
Spark Energy, Inc.-16	SPKE	4931	1606268	2016
RELIV INTERNATIONAL INC-16	RELV	2834	768710	2016
TECH DATA CORP-16	TECD	5045	790703	2016
CITIZENS INC-16	CIA	6311	24090	2016
KLX Inc.-16	Unknown	3720	1617898	2016
China Media Group CORP-16	Unknown	7310	1211211	2016
True Drinks Holdings, Inc.-16	PRH	2833	1134765	2016
SOCKET MOBILE, INC.-16	SCKT	3571	944075	2016
SOLIGENIX, INC.-16	SNGX	2834	812796	2016
FUEL TECH, INC.-16	FTEK	3564	846913	2016
CSB BANCORP INC /OH-16	CSBB	6022	880417	2016
CoLucid Pharmaceuticals, Inc.-16	Unknown	2834	1348649	2016
Erin Energy Corp.-16	PFAP	1381	1402281	2016
INTERNATIONAL ISOTOPES INC-16	INIS	3823	1038277	2016
Bright Mountain Media, Inc.-16	BMAQ	7371	1568385	2016
Recro Pharma, Inc.-16	REPH	2834	1588972	2016
SIGNET JEWELERS LTD-16	SIG	5944	832988	2016
United States Diesel-Heating Oil Fund, LP-16	UHN	6221	1396877	2016
MADISON AVE HOLDINGS INC-16	Unknown	6770	1284196	2016
COSI INC-16	COSI	5812	1171014	2016
VIVEVE MEDICAL, INC.-16	PLCSF	3845	879682	2016
DSW Inc.-16	DSW	5661	1319947	2016
First Clover Leaf Financial Corp.-16	FCLF	6021	1283582	2016
PERMA FIX ENVIRONMENTAL SERVICES INC-16	PESI	4955	891532	2016
RANCON REALTY FUND V-16	Unknown	6500	769131	2016
UNIROYAL GLOBAL ENGINEERED PRODUCTS, INC.-16	INSA	2200	1172706	2016
FIVE BELOW, INC-16	FIVE	5331	1177609	2016
Gaming Partners International CORP-16	GPIC	3944	918580	2016
UNITED GUARDIAN INC-16	UG	2844	101295	2016
EMCLAIRE FINANCIAL CORP-16	EMCF	6021	858800	2016
Command Center, Inc.-16	CCNI	7363	1140102	2016
STRATEGIC INTERNET INVESTMENTS INC-16	SIII	7372	53320	2016
Axsome Therapeutics, Inc.-16	Unknown	2834	1579428	2016
CHUGACH ELECTRIC ASSOCIATION INC-16	Unknown	4911	878004	2016
INTERFACE SECURITY SYSTEMS HOLDINGS INC-16	Unknown	7380	1164255	2016
TALON INTERNATIONAL, INC.-16	TALN	5130	1047881	2016
CATO CORP-16	CATO	5621	18255	2016
Natera, Inc.-16	Unknown	8071	1604821	2016
CORTLAND BANCORP INC-16	CLDB	6035	774569	2016
MEDICAL TRANSCRIPTION BILLING, CORP-16	MTBC	7372	1582982	2016
Wright Investors Service Holdings, Inc.-16	NPDV	6282	1279715	2016
Carbon Sciences, Inc.-16	Unknown	4953	1407878	2016
STEWARDSHIP FINANCIAL CORP-16	SSFN	6022	1023860	2016
Xtant Medical Holdings, Inc.-16	BONE	2836	1453593	2016
EZTD Inc-16	WGMI	6211	1175442	2016
Brekford Corp.-16	TTSR	3669	1357115	2016
WNC Housing Tax Credit Fund VI, L.P., Series 13-16	Unknown	6513	1321228	2016
ICON ECI FUND FIFTEEN, L.P.-16	Unknown	7359	1502519	2016
Workhorse Group Inc.-16	AMPD	3711	1425287	2016
Workhorse Group Inc.-16	AMPD	3711	1425287	2016
Advanced Voice Recognition Systems, Inc-16	SMYD	1311	1342936	2016
Advanced Voice Recognition Systems, Inc-16	SMYD	1311	1342936	2016
Tiger X Medical, Inc.-16	CLIK	3842	925741	2016
Tiger X Medical, Inc.-16	CLIK	3842	925741	2016
World Omni Auto Receivables Trust 2013-B-16	Unknown	6189	1589632	2016
World Omni Auto Receivables Trust 2013-B-16	Unknown	6189	1589632	2016
Mastech Holdings, Inc.-16	MHH	8742	1437226	2016
Mastech Holdings, Inc.-16	MHH	8742	1437226	2016
SYMBID CORP.-16	Unknown	7389	1532595	2016
SYMBID CORP.-16	Unknown	7389	1532595	2016
Bank of America Merrill Lynch Commercial Mortgage Trust 2015-UBS7-16	Unknown	6189	1652031	2016
Bank of America Merrill Lynch Commercial Mortgage Trust 2015-UBS7-16	Unknown	6189	1652031	2016
MRI INTERVENTIONS, INC.-16	MRIC	3841	1285550	2016
MRI INTERVENTIONS, INC.-16	MRIC	3841	1285550	2016
Lightning Gaming, Inc.-16	Unknown	7372	1392545	2016
Lightning Gaming, Inc.-16	Unknown	7372	1392545	2016
SCIENTIFIC ENERGY INC-16	SCFE	6794	1276531	2016
SCIENTIFIC ENERGY INC-16	SCFE	6794	1276531	2016
OXIGENE INC-16	OXGN	2836	908259	2016
OXIGENE INC-16	OXGN	2836	908259	2016
Virtu Financial, Inc.-16	VIRT	6211	1592386	2016
Virtu Financial, Inc.-16	VIRT	6211	1592386	2016
Toyota Auto Receivables 2015-B Owner Trust-16	Unknown	6189	1642673	2016
Toyota Auto Receivables 2015-B Owner Trust-16	Unknown	6189	1642673	2016
World Omni Automobile Lease Securitization Trust 2013-A-16	Unknown	6189	1585898	2016
World Omni Automobile Lease Securitization Trust 2013-A-16	Unknown	6189	1585898	2016
COMMUNITY BANCORP /VT-16	CMTV	6021	718413	2016
COMMUNITY BANCORP /VT-16	CMTV	6021	718413	2016
Wellesley Bancorp, Inc.-16	WEBK	6036	1526952	2016
Wellesley Bancorp, Inc.-16	WEBK	6036	1526952	2016
VirtualScopics, Inc.-16	VSCP	3841	1307752	2016
VirtualScopics, Inc.-16	VSCP	3841	1307752	2016
Independence Bancshares, Inc.-16	IEBS	6021	1311828	2016
Independence Bancshares, Inc.-16	IEBS	6021	1311828	2016
Ben Franklin Financial, Inc.-16	Unknown	6035	1618798	2016
Ben Franklin Financial, Inc.-16	Unknown	6035	1618798	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
LAKE SHORE BANCORP, INC.-16	LSBK	6035	1341318	2016
LAKE SHORE BANCORP, INC.-16	LSBK	6035	1341318	2016
FS Investment Corp II-16	Unknown	0	1525759	2016
FS Investment Corp II-16	Unknown	0	1525759	2016
GS Mortgage Securities Trust 2013-GCJ16-16	Unknown	6189	1587234	2016
Congaree Bancshares Inc-16	Unknown	6022	1353523	2016
Congaree Bancshares Inc-16	Unknown	6022	1353523	2016
MAKINGORG, INC.-16	Unknown	3751	1569083	2016
MAKINGORG, INC.-16	Unknown	3751	1569083	2016
Toyota Auto Receivables 2014-A Owner Trust-16	Unknown	6189	1601715	2016
Toyota Auto Receivables 2014-A Owner Trust-16	Unknown	6189	1601715	2016
World Omni Auto Receivables Trust 2014-B-16	Unknown	6189	1622764	2016
World Omni Auto Receivables Trust 2014-B-16	Unknown	6189	1622764	2016
World Omni Auto Receivables Trust 2015-A-16	Unknown	6189	1634303	2016
World Omni Auto Receivables Trust 2015-A-16	Unknown	6189	1634303	2016
THEGLOBE COM INC-16	TGLO	7310	1066684	2016
THEGLOBE COM INC-16	TGLO	7310	1066684	2016
World Omni Auto Receivables Trust 2014-A-16	Unknown	6189	1605131	2016
World Omni Auto Receivables Trust 2014-A-16	Unknown	6189	1605131	2016
World Omni Auto Receivables Trust 2013-A-16	Unknown	6189	1577190	2016
World Omni Auto Receivables Trust 2013-A-16	Unknown	6189	1577190	2016
OptimumBank Holdings, Inc.-16	OPHC	6021	1288855	2016
OptimumBank Holdings, Inc.-16	OPHC	6021	1288855	2016
GSE SYSTEMS INC-16	GVP	7372	944480	2016
GSE SYSTEMS INC-16	GVP	7372	944480	2016
Pure Storage, Inc.-16	Unknown	3572	1474432	2016
Pure Storage, Inc.-16	Unknown	3572	1474432	2016
HTG MOLECULAR DIAGNOSTICS, INC-16	Unknown	3826	1169987	2016
HTG MOLECULAR DIAGNOSTICS, INC-16	Unknown	3826	1169987	2016
TURBINE TRUCK ENGINES INC-16	TTEG	3510	1138978	2016
TURBINE TRUCK ENGINES INC-16	TTEG	3510	1138978	2016
World Omni Auto Receivables Trust 2012-B-16	Unknown	6189	1560141	2016
World Omni Auto Receivables Trust 2012-B-16	Unknown	6189	1560141	2016
EVERFLOW EASTERN PARTNERS LP-16	Unknown	1311	868082	2016
EVERFLOW EASTERN PARTNERS LP-16	Unknown	1311	868082	2016
World Omni Automobile Lease Securitization Trust 2015-A-16	Unknown	6189	1647854	2016
World Omni Automobile Lease Securitization Trust 2015-A-16	Unknown	6189	1647854	2016
World Omni Auto Receivables Trust 2015-B-16	Unknown	6189	1653716	2016
World Omni Auto Receivables Trust 2015-B-16	Unknown	6189	1653716	2016
SOUTHCOAST FINANCIAL CORP-16	SOCB	6022	1083689	2016
SOUTHCOAST FINANCIAL CORP-16	SOCB	6022	1083689	2016
Nexpoint Multifamily Realty Trust, Inc.-16	Unknown	6798	1592745	2016
Nexpoint Multifamily Realty Trust, Inc.-16	Unknown	6798	1592745	2016
Rockies Region 2006 Limited Partnership-16	Unknown	1311	1376912	2016
Rockies Region 2006 Limited Partnership-16	Unknown	1311	1376912	2016
Francesca's Holdings CORP-16	FRAN	5600	1399935	2016
Francesca's Holdings CORP-16	FRAN	5600	1399935	2016
CFCRE Commercial Mortgage Trust 2011-C2-16	Unknown	6189	1535706	2016
CFCRE Commercial Mortgage Trust 2011-C2-16	Unknown	6189	1535706	2016
FIRST PRIORITY FINANCIAL CORP.-16	Unknown	6022	1389772	2016
FIRST PRIORITY FINANCIAL CORP.-16	Unknown	6022	1389772	2016
TAILORED BRANDS INC-16	MW	5600	884217	2016
TAILORED BRANDS INC-16	MW	5600	884217	2016
WaferGen Bio-systems, Inc.-16	WGBS	3826	1368993	2016
WaferGen Bio-systems, Inc.-16	WGBS	3826	1368993	2016
Toyota Auto Receivables 2014-B Owner Trust-16	Unknown	6189	1609379	2016
Toyota Auto Receivables 2014-B Owner Trust-16	Unknown	6189	1609379	2016
InnoVision Labs, Inc-16	GLSO	7372	1487522	2016
InnoVision Labs, Inc-16	GLSO	7372	1487522	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
World Omni Automobile Lease Securitization Trust 2014-A-16	Unknown	6189	1618509	2016
World Omni Automobile Lease Securitization Trust 2014-A-16	Unknown	6189	1618509	2016
Mentor Capital, Inc.-16	Unknown	6799	1599117	2016
Mentor Capital, Inc.-16	Unknown	6799	1599117	2016
Fuse Medical, Inc.-16	TEEE	5047	319016	2016
Fuse Medical, Inc.-16	TEEE	5047	319016	2016
Toyota Auto Receivables 2013-B Owner Trust-16	Unknown	6189	1586099	2016
Toyota Auto Receivables 2013-B Owner Trust-16	Unknown	6189	1586099	2016
Capnia, Inc.-16	CAPN	3845	1484565	2016
Capnia, Inc.-16	CAPN	3845	1484565	2016
AMBARELLA INC-16	AMBA	3674	1280263	2016
AMBARELLA INC-16	AMBA	3674	1280263	2016
GUESS INC-16	GES	2340	912463	2016
GUESS INC-16	GES	2340	912463	2016
Toyota Auto Receivables 2015-A Owner Trust-16	Unknown	6189	1634121	2016
Toyota Auto Receivables 2015-A Owner Trust-16	Unknown	6189	1634121	2016
CIFC Corp.-16	CIFC	6199	1313918	2016
CIFC Corp.-16	CIFC	6199	1313918	2016
GS Mortgage Securities Trust 2011-GC5-16	Unknown	6189	1530219	2016
GS Mortgage Securities Trust 2011-GC5-16	Unknown	6189	1530219	2016
PAPERWEIGHT DEVELOPMENT CORP-16	Unknown	2670	1166365	2016
PAPERWEIGHT DEVELOPMENT CORP-16	Unknown	2670	1166365	2016
Toyota Auto Receivables 2013-A Owner Trust-16	Unknown	6189	1573600	2016
Toyota Auto Receivables 2013-A Owner Trust-16	Unknown	6189	1573600	2016
Sunshine Biopharma, Inc-16	MWBN	8731	1402328	2016
Sunshine Biopharma, Inc-16	MWBN	8731	1402328	2016
GENERAL CANNABIS CORP-16	PMAP	1389	1477009	2016
GENERAL CANNABIS CORP-16	PMAP	1389	1477009	2016
HealthWarehouse.com, Inc.-16	HEWA	5912	754813	2016
HealthWarehouse.com, Inc.-16	HEWA	5912	754813	2016
World Omni Auto Receivables Trust 2012-A-16	Unknown	6189	1553758	2016
World Omni Auto Receivables Trust 2012-A-16	Unknown	6189	1553758	2016
Diffusion Pharmaceuticals Inc.-16	SMDI	2834	1053691	2016
Diffusion Pharmaceuticals Inc.-16	SMDI	2834	1053691	2016
Sunnyside Bancorp, Inc.-16	SNNY	6035	1571398	2016
Sunnyside Bancorp, Inc.-16	SNNY	6035	1571398	2016
SOTHERLY HOTELS LP-16	Unknown	7011	1313536	2016
SOTHERLY HOTELS LP-16	Unknown	7011	1313536	2016
KLEVER MARKETING INC-16	KLMK	7372	866439	2016
KLEVER MARKETING INC-16	KLMK	7372	866439	2016
Porter Bancorp, Inc.-16	PBIB	6021	1358356	2016
GS Mortgage Securities Trust 2012-GCJ9-16	Unknown	6189	1560456	2016
GS Mortgage Securities Trust 2012-GCJ9-16	Unknown	6189	1560456	2016
GUARANTY FEDERAL BANCSHARES INC-16	GFED	6022	1046203	2016
GUARANTY FEDERAL BANCSHARES INC-16	GFED	6022	1046203	2016
Zendex Holdings, Inc.-16	MERH	5960	1100734	2016
Zendex Holdings, Inc.-16	MERH	5960	1100734	2016
TWO RIVER BANCORP-16	TRCB	6022	1343034	2016
TWO RIVER BANCORP-16	TRCB	6022	1343034	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
UNICO AMERICAN CORP-16	UNAM	6331	100716	2016
UNICO AMERICAN CORP-16	UNAM	6331	100716	2016
DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP-16	DIVALL	6500	825788	2016
DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP-16	DIVALL	6500	825788	2016
UTG INC-16	UTGI	6311	832480	2016
UTG INC-16	UTGI	6311	832480	2016
Ambient Water Corp-16	MSOL	3585	1394872	2016
Ambient Water Corp-16	MSOL	3585	1394872	2016
INTERLINK ELECTRONICS INC-16	LINK	3577	828146	2016
INTERLINK ELECTRONICS INC-16	LINK	3577	828146	2016
Rhino Resource Partners LP-16	RNO	1221	1490630	2016
Rhino Resource Partners LP-16	RNO	1221	1490630	2016
IMMUCELL CORP /DE/-16	ICCC	2835	811641	2016
IMMUCELL CORP /DE/-16	ICCC	2835	811641	2016
Invuity, Inc.-16	IVTY	3841	1393020	2016
Invuity, Inc.-16	IVTY	3841	1393020	2016
Toyota Auto Receivables 2014-C Owner Trust-16	Unknown	6189	1621121	2016
Toyota Auto Receivables 2014-C Owner Trust-16	Unknown	6189	1621121	2016
ROCKIES REGION 2007 LP-16	Unknown	1311	1407805	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
FINJAN HOLDINGS, INC.-16	COIN	6794	1366340	2016
FINJAN HOLDINGS, INC.-16	COIN	6794	1366340	2016
Toyota Auto Receivables 2015-C Owner Trust-16	Unknown	6189	1649675	2016
Toyota Auto Receivables 2015-C Owner Trust-16	Unknown	6189	1649675	2016
GS Mortgage Securities Trust 2015-GC34-16	Unknown	6189	1652672	2016
GS Mortgage Securities Trust 2015-GC34-16	Unknown	6189	1652672	2016
HAMPTON ROADS BANKSHARES INC-16	HMPR	6021	1143155	2016
HAMPTON ROADS BANKSHARES INC-16	HMPR	6021	1143155	2016
Toyota Auto Receivables 2012-B Owner Trust-16	Unknown	6189	1558106	2016
Toyota Auto Receivables 2012-B Owner Trust-16	Unknown	6189	1558106	2016
EROOMSYSTEM TECHNOLOGIES INC-16	ERMS	3570	1110361	2016
RenovaCare, Inc.-16	JANI	1382	1016708	2016
RenovaCare, Inc.-16	JANI	1382	1016708	2016
MORGAN STANLEY SMITH BARNEY SPECTRUM TECHNICAL LP-16	Unknown	6221	925306	2016
Presbia PLC-16	Unknown	3841	1591096	2016
CNL LIFESTYLE PROPERTIES INC-16	Unknown	6798	1261159	2016
Berry Petroleum Company, LLC-16	BRY	1311	778438	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
TWO RIVERS WATER & FARMING Co-16	Unknown	100	1302946	2016
RANCON REALTY FUND IV-16	Unknown	6500	743870	2016
Legacy Education Alliance, Inc.-16	Unknown	8200	1561880	2016
STRUCTURED PRODUCTS CORP TIERS PRI PRO CER TR SE FFH 2001-12-16	Unknown	6189	1283450	2016
GP Investments Acquisition Corp.-16	Unknown	6770	1635282	2016
ICON LEASING FUND ELEVEN, LLC-16	Unknown	7359	1312910	2016
GMF Leasing LLC-16	Unknown	6189	1631055	2016
GameStop Corp.-16	GME	5734	1326380	2016
RJO GLOBAL TRUST-16	Unknown	6221	1027099	2016
Energy 11, L.P.-16	Unknown	1311	1581552	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
Viatar CTC Solutions Inc.-16	Unknown	3841	1616495	2016
TIFFANY & CO-16	TIF	5944	98246	2016
Sentio Healthcare Properties Inc-16	Unknown	6798	1378774	2016
FENNEC PHARMACEUTICALS INC.-16	ADHXF	2836	1211583	2016
ALAMOGORDO FINANCIAL CORP-16	ALMG	6035	1100542	2016
STRUCTURED PRODUCTS CORP CRED ENHANCE CORTS TR FOR AON CAP A-16	Unknown	6189	1283337	2016
CleanTech Biofuels, Inc.-16	Unknown	2860	1411036	2016
WHITE MOUNTAIN TITANIUM CORP-16	Unknown	1000	1284766	2016
ACQUIRED SALES CORP-16	AQSP	7372	1391135	2016
Carter Validus Mission Critical REIT, Inc.-16	Unknown	6798	1482974	2016
Quadrant 4 System Corp-16	AVNT	3669	878802	2016
CPI AEROSTRUCTURES INC-16	CVU	3728	889348	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
MORGAN STANLEY SMITH BARNEY SPECTRUM CURRENCY & COMMODITY L.P.-16	Unknown	6221	1097396	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
Commerce Union Bancshares, Inc.-16	Unknown	6022	1606440	2016
KBS Strategic Opportunity REIT, Inc.-16	Unknown	6798	1452936	2016
BAKKEN ENERGY CORP.-16	ORFG	7500	1438672	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
MANAGED FUTURES PREMIER ENERGY FUND L.P.-16	Unknown	6200	1057051	2016
SMG Indium Resources Ltd.-16	SMGI	6221	1426506	2016
STRUCTURED PROD TIERS CORP BOND-BCKD CERTS SER APA 1997-8-16	Unknown	6189	1283598	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
Helios & Matheson Analytics Inc.-16	HMNA	7380	1040792	2016
CASI Pharmaceuticals, Inc.-16	ENMD	2836	895051	2016
ALASKA COMMUNICATIONS SYSTEMS GROUP INC-16	ALSK	4813	1089511	2016
First Guaranty Bancshares, Inc.-16	Unknown	6035	1408534	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
GMF Leasing LLC-16	Unknown	6189	1631055	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
chatAND, Inc.-16	Unknown	7372	1529133	2016
UV FLU TECHNOLOGIES INC-16	UVFT	3564	1385310	2016
DOLLAR TREE INC-16	DLTR	5331	935703	2016
HIBBETT SPORTS INC-16	HIBB	5940	1017480	2016
NorthStar Healthcare Income, Inc.-16	Unknown	6798	1503707	2016
American Express Receivables Financing Corp VIII LLC-16	Unknown	6189	1562918	2016
Onconova Therapeutics, Inc.-16	ONTX	2834	1130598	2016
ViewRay, Inc.-16	Unknown	3845	1597313	2016
ViewRay, Inc.-16	Unknown	3845	1597313	2016
ON TRACK INNOVATIONS LTD-16	OTIV	3674	1021604	2016
COMMODITY ADVISORS FUND L.P.-16	Unknown	6221	1369628	2016
EnteroMedics Inc-16	ETRM	3845	1371217	2016
Brookfield DTLA Fund Office Trust Investor Inc.-16	DTLA	6798	1575311	2016
TACTICAL DIVERSIFIED FUTURES FUND L.P.-16	Unknown	6798	1209709	2016
DATA I/O CORP-16	DAIO	3825	351998	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
JM Global Holding Co-16	WYIGU	6770	1641398	2016
Pilgrim Bancshares, Inc.-16	Unknown	6022	1601347	2016
Pilgrim Bancshares, Inc.-16	Unknown	6022	1601347	2016
MORGAN STANLEY SMITH BARNEY CHARTER ASPECT L.P.-16	Unknown	6798	914747	2016
TRXADE GROUP, INC.-16	Unknown	5122	1382574	2016
TRXADE GROUP, INC.-16	Unknown	5122	1382574	2016
STRUCTURED PRODUCTS CORP TIERS CORP BOND BACK CERT TR 1997-4-16	Unknown	6189	1283316	2016
STRUCTURED PRODUCTS CORP TIERS CORP BOND BACK CERT TR 1997-4-16	Unknown	6189	1283316	2016
Electronic Cigarettes International Group, Ltd.-16	ECIG	2111	1398702	2016
InspireMD, Inc.-16	NSPR	3841	1433607	2016
TOWER PARK MARINA INVESTORS LP-16	Unknown	6512	831491	2016
Lockbox Link, Inc.-16	Unknown	7372	1613489	2016
BAY BANKS OF VIRGINIA INC-16	BAYK	6022	1034594	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
ORIGINAL SIXTEEN TO ONE MINE INC /CA/-16	Unknown	1040	74925	2016
Carter Validus Mission Critical REIT II, Inc.-16	Unknown	6798	1567925	2016
EMERGING CTA PORTFOLIO LP-16	Unknown	6221	1269190	2016
MINN SHARES INC-16	Unknown	6770	728447	2016
INTERMOLECULAR INC-16	IMI	3674	1311241	2016
River Financial Corp-16	Unknown	6022	1641601	2016
Plata Resources, Inc.-16	Unknown	1000	1424151	2016
FUSION TELECOMMUNICATIONS INTERNATIONAL INC-16	FSN	7372	1071411	2016
INTELLINETICS, INC.-16	GWIV	7372	1081745	2016
AMERICAN EXPRESS RECEIVABLES FINANCING CORP II-16	Unknown	6189	949349	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
MORGAN STANLEY SMITH BARNEY CHARTER CAMPBELL LP-16	Unknown	6221	1169749	2016
WESTPORT FUTURES FUND L.P.-16	Unknown	6221	1037189	2016
AMERINST INSURANCE GROUP LTD-16	Unknown	6399	1065201	2016
GENESIS FINANCIAL INC-16	Unknown	6199	1183082	2016
STRUCTURED PROD CORP TIERS CORP BND-BCKD CERT SER MOT 1998-5-16	Unknown	6189	1283596	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
CHASE PACKAGING CORP-16	CPKA	700	1025771	2016
B. Riley Financial, Inc.-16	GAMR	7389	1464790	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
NEW JERSEY MINING CO-16	NJMC	1040	1030192	2016
GLOBAL DIVERSIFIED FUTURES FUND L.P.-16	Unknown	6221	1068237	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
GRANDPARENTS.COM, INC.-16	PBME	7374	1020475	2016
CATACA RESOURCES, INC.-16	Unknown	1000	1582919	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
Managed Futures Premier Macro L.P.-16	Unknown	6221	1504886	2016
MANAGED FUTURES PREMIER GRAHAM L.P.-16	Unknown	6221	1066656	2016
AFS SenSub Corp.-16	Unknown	6189	1347185	2016
ORION FUTURES FUND LP-16	Unknown	6221	1227265	2016
STRUCTURED PRODUCTS CORP CORTS TR FOR PECO ENERGY CAP TR III-16	Unknown	6189	1283464	2016
Meritage Futures Fund L.P.-16	Unknown	6221	1428042	2016
POTOMAC FUTURES FUND LP-16	Unknown	6221	1043565	2016
POTOMAC FUTURES FUND LP-16	Unknown	6221	1043565	2016
MANAGED FUTURES PREMIER AVENTIS II L.P.-16	Unknown	6221	1325676	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
MANAGED FUTURES PREMIER ABINGDON L.P.-16	Unknown	6221	1386164	2016
MORGAN STANLEY SMITH BARNEY CHARTER WNT L.P.-16	Unknown	6221	1066658	2016
ENB Financial Corp-16	ENBP	6021	1437479	2016
MORGAN STANLEY SMITH BARNEY SPECTRUM STRATEGIC LP-16	Unknown	6798	925263	2016
LV Futures Fund L.P.-16	Unknown	6221	1428043	2016
AMERICREDIT FINANCIAL SERVICES INC-16	Unknown	6189	1002761	2016
Capital Financial Holdings, Inc-16	CPFH	6211	944696	2016
Capital Financial Holdings, Inc-16	CPFH	6211	944696	2016
STRUCTURED PRODUCTS CORTS TRUST FOR JC PENNEY DEBENTURES-16	Unknown	6189	1283602	2016
MORGAN STANLEY SMITH BARNEY SPECTRUM SELECT LP-16	Unknown	6798	873799	2016
DIVERSIFIED 2000 FUTURES FUND L.P.-16	Unknown	6221	1095007	2016
Managed Futures Premier Energy Fund L.P. II-16	Unknown	6221	1227268	2016
Nova Lifestyle, Inc.-16	STVS	2510	1473334	2016
STRUCTURED PROD CORTS TR II FOR PROVIDENT FINANCING TRUST I-16	Unknown	6189	1283601	2016
Corbus Pharmaceuticals Holdings, Inc.-16	Unknown	2834	1595097	2016
Edgewater Bancorp, Inc.-16	EGDW	6035	1584770	2016
CymaBay Therapeutics, Inc.-16	Unknown	2834	1042074	2016
Mercedes-Benz Auto Lease Trust 2014-A-16	Unknown	6189	1604054	2016
Global Blood Therapeutics, Inc.-16	GBT	2834	1629137	2016
INTRUSION INC-16	INTZ	3576	736012	2016
QUAINT OAK BANCORP INC-16	Unknown	6036	1391933	2016
AEMETIS, INC-16	AEBF	2860	738214	2016
Inland Residential Properties Trust, Inc.-16	Unknown	6798	1595627	2016
CROSSROADS CAPITAL, INC.-16	Unknown	0	1444706	2016
Pernix Group, Inc.-16	PRXG	1520	1082198	2016
Mercedes-Benz Auto Receivables Trust 2013-1-16	Unknown	6189	1582010	2016
FIRST EQUITY PROPERTIES INC-16	FEPI	6798	726516	2016
CONNS INC-16	CONN	5731	1223389	2016
OGLETHORPE POWER CORP-16	Unknown	4911	788816	2016
T Bancshares, Inc.-16	FMPX	6021	1272754	2016
LGL GROUP INC-16	LGL	3679	61004	2016
PEDEVCO CORP-16	PED	1311	1141197	2016
STRUCTURED OBLIGATIONS CORP LONG TERM CERTS SER 2003-4-16	Unknown	6189	1264157	2016
LUNA INNOVATIONS INC-16	LUNA	8731	1239819	2016
TRANS LUX Corp-16	TNLX	3990	99106	2016
Huntington Auto Trust 2015-1-16	Unknown	6189	1643508	2016
SteadyMed Ltd.-16	STDY	2834	1619087	2016
